,2775,3605,3646,3773,3811,3847,3867,3890,3898,4019,4140,4277,4278,4333,4377,4389,4430,4492,4623,4679,4708,4734,4839,4884,4964,5017,5019,5103,5265,5274,5282,5387,5496,5524,5532,5535,5583,5636,5673,5767,黄色は、ラストタイムステップに辿り着いた様式
8000,29,74,27,51,31,8,35,53,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8001,30,74,30,50,32,8,35,57,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8002,29,76,30,48,28,10,35,61,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8003,26,77,32,47,27,8,37,65,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8004,24,76,32,47,27,8,33,65,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8005,24,75,25,52,28,8,35,66,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8006,22,76,24,50,34,8,32,59,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8007,27,74,24,49,34,6,29,58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8008,27,74,23,46,35,8,27,55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8009,28,72,21,44,35,9,24,54,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8010,30,71,20,41,37,9,28,51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8011,30,72,21,42,37,7,28,52,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8012,28,74,20,45,37,8,25,51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8013,28,73,18,47,39,8,28,52,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8014,24,75,19,43,36,7,30,56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015,27,74,21,44,40,10,29,59,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8016,24,73,21,41,39,12,28,55,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8017,23,74,18,37,41,9,24,56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8018,24,75,17,37,40,14,28,57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8019,24,72,17,39,36,13,30,57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8020,23,70,15,39,37,15,30,62,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8021,21,69,15,39,36,14,31,62,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8022,18,59,13,41,33,14,34,58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8023,20,61,13,41,37,14,33,58,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8024,20,64,13,35,37,13,30,57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8025,21,64,13,33,34,11,27,57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8026,22,60,12,33,34,13,25,56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8027,22,62,9,35,36,14,22,58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8028,21,67,9,35,38,12,22,61,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8029,23,68,8,32,41,13,23,62,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8030,23,66,6,31,40,14,19,57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8031,23,64,6,31,39,12,22,56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8032,25,64,6,32,38,16,23,56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8033,27,63,6,31,40,17,22,60,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8034,26,60,6,31,43,17,19,59,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8035,23,59,5,31,42,16,21,58,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8036,24,59,6,30,37,14,21,58,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8037,26,59,5,28,41,15,18,59,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8038,26,57,5,30,42,18,19,56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8039,26,56,5,32,42,18,19,58,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8040,24,59,6,32,43,21,18,56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8041,25,61,6,33,43,23,20,56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8042,25,59,6,36,44,22,19,56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8043,26,60,6,39,48,22,17,56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8044,23,60,5,40,49,24,18,51,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8045,24,62,5,41,55,23,20,52,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046,25,62,5,41,55,23,21,52,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8047,22,61,4,41,59,21,23,54,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8048,28,61,5,43,59,21,28,52,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8049,27,56,5,42,62,24,29,51,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8050,23,57,6,40,57,23,30,47,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8051,22,57,6,40,52,23,28,46,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8052,22,51,6,44,48,26,28,48,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8053,20,54,5,45,45,23,28,53,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054,23,50,5,49,46,24,30,51,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8055,25,49,5,48,47,23,34,45,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8056,24,50,5,41,45,21,35,44,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8057,24,52,6,40,42,21,39,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8058,23,50,10,39,38,20,40,40,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8059,25,48,13,40,36,17,42,42,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8060,26,44,14,38,39,14,38,44,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8061,25,45,13,37,37,16,36,43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8062,23,42,11,39,36,19,34,44,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8063,23,44,12,41,38,21,37,50,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8064,24,45,12,42,38,20,37,49,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8065,23,43,12,42,39,21,37,50,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8066,23,39,12,45,42,22,38,45,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8067,23,34,13,45,43,21,35,44,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8068,23,32,9,47,42,20,36,45,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8069,27,31,9,49,41,20,37,46,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8070,23,32,10,51,45,15,38,45,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8071,18,31,9,53,44,15,38,42,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8072,17,37,11,55,43,15,36,45,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8073,16,37,11,58,46,16,32,41,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8074,16,35,13,58,51,17,32,40,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8075,18,39,12,58,51,14,33,38,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8076,18,41,14,61,54,12,37,41,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8077,20,36,13,58,57,15,40,42,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8078,20,35,12,60,56,16,41,39,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8079,21,36,13,54,60,17,39,36,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8080,21,33,15,56,60,17,39,39,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8081,20,32,15,51,57,16,37,41,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8082,22,34,16,53,56,17,37,41,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8083,22,29,17,52,54,17,41,41,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8084,19,30,22,52,54,13,38,38,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8085,21,32,22,51,53,13,34,38,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8086,25,33,21,50,55,12,30,41,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8087,24,36,20,49,56,14,30,41,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8088,26,38,21,48,53,12,35,37,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8089,26,42,23,49,53,12,34,35,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8090,22,37,21,53,52,11,35,35,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8091,25,36,21,50,49,11,29,34,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8092,27,32,22,50,49,13,31,33,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8093,26,33,22,48,45,11,32,33,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8094,25,32,20,45,45,13,33,35,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8095,24,32,21,45,45,13,37,35,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8096,27,33,22,43,49,13,39,32,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8097,30,38,21,44,51,13,38,32,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8098,34,40,18,44,48,13,35,34,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8099,33,36,16,41,45,13,34,34,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8100,35,34,17,43,46,13,35,38,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8101,34,35,20,43,47,14,38,39,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8102,37,29,23,46,52,14,37,41,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8103,35,27,25,45,47,13,38,38,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8104,35,30,23,46,47,12,39,34,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8105,35,29,24,44,53,13,44,36,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8106,38,32,28,47,45,13,41,41,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8107,40,32,28,49,50,12,37,40,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8108,38,30,29,49,50,14,37,38,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8109,36,31,29,46,51,18,39,36,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8110,40,33,32,47,50,18,35,35,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8111,39,33,29,47,49,19,34,38,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112,37,35,28,47,49,18,35,36,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113,32,31,28,48,52,16,38,33,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8114,35,32,28,46,53,15,39,33,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8115,34,29,28,46,49,19,38,30,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8116,33,28,26,46,48,17,39,33,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8117,35,27,27,48,45,20,38,32,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8118,30,25,27,51,45,17,40,36,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8119,28,25,31,47,45,16,40,35,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8120,29,27,32,46,40,16,38,35,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8121,30,28,29,51,41,18,40,34,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122,33,29,27,49,42,17,44,36,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8123,33,26,26,49,41,18,41,41,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8124,32,26,27,49,45,15,37,40,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8125,33,22,28,49,46,18,36,42,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8126,34,21,28,54,47,19,37,42,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8127,37,21,31,52,46,18,34,38,34,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8128,34,25,28,47,46,17,35,40,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8129,36,24,29,45,48,16,38,39,31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8130,33,26,28,42,48,18,38,36,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131,30,24,30,39,50,17,39,41,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8132,31,23,28,39,49,19,36,41,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8133,33,24,28,42,47,19,36,42,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8134,30,23,28,40,44,17,38,37,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8135,26,23,26,41,44,16,37,34,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8136,27,22,22,39,44,16,39,36,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8137,30,20,22,39,45,15,36,33,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8138,28,19,23,40,43,18,36,34,33,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8139,28,18,23,41,43,16,33,34,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140,28,15,26,40,44,15,33,31,33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8141,25,16,25,46,45,10,32,32,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8142,28,18,25,46,47,10,29,31,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8143,27,19,24,47,45,9,31,33,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8144,29,19,25,39,47,9,33,34,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8145,28,22,26,37,45,11,30,34,38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8146,27,22,26,40,45,10,29,33,40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8147,27,22,25,40,42,9,28,34,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8148,26,19,23,42,45,9,29,31,42,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8149,27,20,19,44,47,10,27,31,42,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
